episode_overall,season,episode,title,aired_date,year,tmdb_rating,tmdb_vote_count,synopsis,directed_by,written_by,us_viewers_millions,runtime,tmdb_id,imdb_title,imdb_aired_date,imdb_synopsis,imdb_rating,imdb_vote_count,thumbnail_url,imdb_episode_url,is_holiday,guest_actors,guest_characters
40,3,18,It Snakes a Village,2013-03-24,2013,7.6,13,"The Belcher family road-trips down to Florida to visit Linda's parents who live in a senior home that - to Linda's complete horror - is full of senior swingers! Plus, to keep themselves entertained, Tina, Gene and Louise go on a hunt for a mysterious python that allegedly ate one of the residents' dogs.",Jennifer Coyle,Kit Boss,3.76,22,769813,It Snakes a Village,"Sun, Mar 24, 2013",Bob and the family take a swinging vacation.,7.7,1200,"https://m.media-amazon.com/images/M/MV5BOTQ5NTA1NzY1MV5BMl5BanBnXkFtZTgwMTA3Mjk0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt2735284/?ref_=ttep_ep_18,FALSE,NA,NA
41,3,19,Family Fracas,2013-04-14,2013,7.3,13,"After the family car breaks down and ruins their plans for a movie night out, the Belchers find themselves competing on the TV game show ""Family Fracas!"" To the dismay of the program's host, they keep winning and coming back each night...that is until their lucky streak comes to a suspicious end.",Don MacKinnon,Holly Schlesinger,3.45,22,769819,Family Fracas,"Sun, Apr 14, 2013",The Belchers appear on a television game show.,7.3,1300,"https://m.media-amazon.com/images/M/MV5BMTY2NjIzMzQ1NV5BMl5BanBnXkFtZTgwODYzMzg0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt2795748/?ref_=ttep_ep_19,FALSE,NA,NA
42,3,20,The Kids Run the Restaurant,2013-04-21,2013,7.9,14,"After Bob cuts his finger and faints at the sight of his own blood, Linda brings him to the hospital and leaves the kids home alone. Not ones to waste a golden opportunity, Tina, Gene and Louise transform the basement of the restaurant into a makeshift casino. But they get more than they gamble for when landlord Mr. Fischoeder stops by and catches them in action.",Boohwan Lim & Kyounghee Lim,Steven Davis & Kelvin Yu,3.74,22,769818,The Kids Run the Restaurant,"Sun, Apr 21, 2013","When Linda takes Bob to the hospital after cutting his finger, the kids turn the basement into an underground casino.",8.1,1300,"https://m.media-amazon.com/images/M/MV5BMTcwMzIwMzYwNl5BMl5BanBnXkFtZTgwMzg2MTg0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt2835026/?ref_=ttep_ep_20,FALSE,Johnny Pemberton,Dr. Eigerman
43,3,21,Boyz 4 Now,2013-04-28,2013,8.3,15,"While accompanying Tina to a ""Boyz 4 Now"" concert, Louise develops a crush on one of the lead singers, Boo Boo - and is in disbelief that she actually likes a boy! Meanwhile, Gene gets creative - and slightly offensive - in a table-setting competition.",Anthony Chun,Lizzie Molyneux & Wendy Molyneux,3.5,22,769817,Boyz 4 Now,"Sun, Apr 28, 2013",Louise is horrified when she develops her first crush.,8.5,1500,"https://m.media-amazon.com/images/M/MV5BMTQ2OTE5NTAwMl5BMl5BanBnXkFtZTgwNTc2MTg0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt2835028/?ref_=ttep_ep_21,FALSE,NA,NA
44,3,22,Carpe Museum,2013-05-05,2013,7.8,13,"Bob chaperones a school trip to the museum and experiences some father-daughter bonding with Louise, while Gene and his gang are on the lookout for exhibits with busts, and not the kind that are sculpted out of stone. Later, on the museum steps, Linda offers her distinctive chanting talents to striking workers.",Tyree Dillihay,Jon Schroeder,3.96,22,769816,Carpe Museum,"Sun, May 5, 2013",A school trip to the museum turns wild for the Belchers.,8.2,1300,"https://m.media-amazon.com/images/M/MV5BNDk4MDAzMjc3Ml5BMl5BanBnXkFtZTgwMDg2MTg0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt2835032/?ref_=ttep_ep_22,FALSE,NA,NA
45,3,23,The Unnatural,2013-05-12,2013,7.6,11,"After Gene loses his confidence at his baseball game, Linda decides to sign him up for baseball camp. The only problem? She needs money to pay for it! Meanwhile, Tina discovers her love for espresso and becomes a caffeine addict.",Wes Archer,Greg Thompson,3.38,22,769815,The Unnatural,"Sun, May 12, 2013",Gene loses his confidence after playing badly during a baseball game so Linda sends him to a baseball coach.,7.5,1200,"https://m.media-amazon.com/images/M/MV5BMTUzODE0MjA2OV5BMl5BanBnXkFtZTgwMjA3MTg0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt2835034/?ref_=ttep_ep_23,FALSE,Jason Mantzoukas,Mr. Manoogian
46,4,1,A River Runs Through Bob,2013-09-29,2013,7.1,15,"Bob, Linda and the kids brave river rapids, squirrels and separation while on a camping adventure.",Jennifer Coyle,Dan Fybel & Rich Rinaldi,4.48,24,769823,A River Runs Through Bob,"Sun, Sep 29, 2013",Bob and the family face the great outdoors.,7.8,1300,"https://m.media-amazon.com/images/M/MV5BMTQzNTAxMjQwN15BMl5BanBnXkFtZTgwMzk3MTMzMDE@._V1_QL75_UY281_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt2531556/?ref_=ttep_ep_1,FALSE,NA,NA
47,4,2,Fort Night,2013-10-06,2013,7.8,14,The kids' Halloween adventure goes awry when Louise's friend Millie takes them hostage.,Boohwan Lim & Kyounghee Lim,Mike Olsen,4.21,22,769831,Fort Night,"Sun, Oct 6, 2013",Tricks and treats and lunatics abound.,8.3,1300,"https://m.media-amazon.com/images/M/MV5BMjE2MTM5Mjg5Ml5BMl5BanBnXkFtZTgwNzE4MTMzMDE@._V1_QL75_UY281_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt3211834/?ref_=ttep_ep_2,FALSE,NA,NA
48,4,3,Seaplane!,2013-11-03,2013,7.2,16,Linda's attempt to spice up date night by signing up for flying lessons backfires when Bob refuses to go with her and she ends up the target of a charming pilot.,Jennifer Coyle,Dan Fybel & Rich Rinaldi,3.75,24,769832,Seaplane!,"Sun, Nov 3, 2013","Linda is bored by Bob's tired attempts at Date Night and decides to sign up for flying lessons. When Bob won't join her, she becomes the target of ""Upskirt Kurt"", the most charming pilot in the air.",7.7,1300,"https://m.media-amazon.com/images/M/MV5BMTQxNjg1OTc2NF5BMl5BanBnXkFtZTgwMjQyNzg0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt3280380/?ref_=ttep_ep_3,FALSE,NA,NA
49,4,4,My Big Fat Greek Bob,2013-11-10,2013,6.8,15,"When Bob gets a job cooking at a frat house, he and the brothers find themselves in the middle of a prank war; the kids hatch a plan to invade the frat house.",Don MacKinnon,Scott Jacobson,3.17,22,769833,My Big Fat Greek Bob,"Sun, Nov 10, 2013","Bob scores a temporary gig as a cook at an ""underdog"" frat house and discovers that he fits right in! Hijinks ensue as Bob and the rest of the fraternity brothers find themselves in the middle of a collegiate prank war that involves the house's most famous alumnus, Dr. Yap. Meanwhile, the kids are on a mission to invade the frat house and get in on the action.",7.5,1200,"https://m.media-amazon.com/images/M/MV5BMTQ5MDQ3MzM0NF5BMl5BanBnXkFtZTgwODQ5MDk0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt3304836/?ref_=ttep_ep_4,FALSE,Hannibal Buress; Jonathan Katz,Hefty Jeff; Dean Dixon
50,4,5,Turkey in a Can,2013-11-24,2013,6.8,18,Bob discovers his carefully prepared turkey was put in the toilet in an act of Thanksgiving sabotage.,Boohwan Lim & Kyounghee Lim,Lizzie Molyneux & Wendy Molyneux,4.08,22,769830,Turkey in a Can,"Sun, Nov 24, 2013","Determined to have a perfect Thanksgiving, Bob meticulously prepares the family turkey. But, to his horror, he finds that someone then dumps the turkey in the toilet in an act of Thanksgiving sabotage.",8.4,1400,"https://m.media-amazon.com/images/M/MV5BMjA3MTgxOTg1MF5BMl5BanBnXkFtZTgwNDYxMDc2MDE@._V1_QL75_UY281_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt3304838/?ref_=ttep_ep_5,TRUE,Tuc Watkins,Butcher
51,4,6,Purple Rain-Union,2013-12-01,2013,7.3,15,Linda reunites her old band to perform at her high school reunion; a woman who had a crush on Bob in high school attempts to impress him.,Tyree Dillihay,Loren Bouchard & Nora Smith,3.39,22,769829,Purple Rain-Union,"Sun, Dec 1, 2013","Linda has an upcoming 25 year reunion at Cardinal Gennaro High. Debbie, chairman of the reunion, needs entertainment for the gala. Linda's old band, The Ta Tas, are not even her 3rd choice, but she asks Linda to round up the band: Angie, Patsy, Nancy, and Gayle. Linda does not want to do it: 25 years ago, Bad Hair Day rocked the talent show; and BHD still rocks the pro circuit. The kids egg on Linda until she agrees to perform. Tina plans to babysit, so the kids plan to attend. Like Louise says, who would miss the train wreck of all train wrecks? The kids fail to consider a key variable: Jen, the boring babysitter. All of a sudden, BHD... Woo! BHD will make one appearance; things are looking black at the Belcher house. The Ta Tas sound like cats being electrocuted while gnawing on tin cans and toenails. But Bob still has the most interesting date in the joint.",7.5,1200,"https://m.media-amazon.com/images/M/MV5BMjE3MTM2MDg5N15BMl5BanBnXkFtZTgwMzUxMDc2MDE@._V1_QL75_UY281_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt3341538/?ref_=ttep_ep_6,FALSE,NA,NA
52,4,7,Bob and Deliver,2013-12-08,2013,8.1,14,Bob becomes a substitute home economics teacher at Tina's school and creates a restaurant in the classroom.,Don MacKinnon,Greg Thompson,4.6,22,769834,Bob and Deliver,"Sun, Dec 8, 2013","To Tina's delight, Bob becomes the substitute ""Home Ec"" teacher at her school and ends up creating a full-scale restaurant in the classroom. However, her excitement is short-lived as Bob's position causes father/daughter friction. But when Gene and Louise go to work for Bob's ""school"" restaurant, Linda must fend for herself at the family's ""other"" restaurant (aka Bob's Burgers).",8.2,1200,"https://m.media-amazon.com/images/M/MV5BYTRhOTE5ZjItMWZkYi00MGQ1LWFlNzktZDZlZTk5MjMxMjI5XkEyXkFqcGc@._V1_QL75_UY281_CR1,0,500,281_.jpg",https://www.imdb.com/title/tt3344302/?ref_=ttep_ep_7,FALSE,Riley Brock,Plumber
53,4,8,Christmas in the Car,2013-12-15,2013,7.6,14,The Belchers spend Christmas Eve running from a candy cane-shaped truck; Teddy gets stuck in the Santa trap.,Bernard Derriman & Jennifer Coyle,Steven Davis & Kelvin Yu,5.57,22,769824,Christmas in the Car,"Sun, Dec 15, 2013","After spending Christmas Eve outrunning a candy cane truck with their last-minute tree, the Belchers find that Bob's friend gets caught in the kids' Santa trap.",8.2,1400,"https://m.media-amazon.com/images/M/MV5BMjI4MjIxMDU2NF5BMl5BanBnXkFtZTgwNTY4ODg0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt3379840/?ref_=ttep_ep_8,TRUE,NA,NA
54,4,9,Slumber Party,2014-01-05,2014,7.6,14,"Linda plans a surprise slumber party for Louise, much to her dismay; Louise tries to make the girls go home; Linda becomes infatuated some raccoons that are getting into the restaurant's dumpster.",Jennifer Coyle,Scott Jacobson,6.35,22,769827,Slumber Party,"Sun, Jan 5, 2014","Linda decides to invite some of Louise's classmates over for a slumber party without her knowledge. With the prospect of being forced to endure an entire night with people she hates, Louise devises a plan to get all the girls to beg to go home. With the help of Tina and Gene, she starts to try and scare them off, but one is reluctant to go.",8.2,1200,"https://m.media-amazon.com/images/M/MV5BMjA2NTcxNTU1N15BMl5BanBnXkFtZTgwNjY2ODg0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt3406076/?ref_=ttep_ep_9,FALSE,NA,NA
55,4,10,Presto Tina-O,2014-01-12,2014,7.6,14,"In order to get closer to Jimmy Jr., Tina becomes a magician's assistant; Bob becomes the victim of a curse.",Chris Song,Kit Boss,4.2,22,769828,Presto-Tina-o,"Sun, Jan 12, 2014","Tina becomes a magician's assistant in order to get closer to Jimmy Jr., while Bob becomes the victim of a magician's ""curse.""",7.3,1100,"https://m.media-amazon.com/images/M/MV5BMjM2NDkxMTM3NF5BMl5BanBnXkFtZTgwNDcyOTg0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt3422500/?ref_=ttep_ep_10,FALSE,NA,NA
56,4,11,"Easy Com-mercial, Easy Go-mercial",2014-01-26,2014,7.7,15,The Belchers hire a documentary filmmaker and a former football star to help them film a commercial.,Tyree Dillihay,Jon Schroeder,3.24,22,769825,"Easy Com-mercial, Easy Go-mercial","Sun, Jan 26, 2014","To compete with fellow ""restaurateur,"" Jimmy Pesto, and his blowout Super Bowl event, Bob is determined to create a Bob's Burgers commercial to air during the ""big game."" In an effort to outshine Pesto, the Belchers recruit Randy, a documentarian, to assist with the filmmaking and hire on former pro football star Sandy Frye to be the celebrity endorser.",7.4,1100,"https://m.media-amazon.com/images/M/MV5BMTQ0MDQ4NTM5MF5BMl5BanBnXkFtZTgwMTY5NDg0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt3457742/?ref_=ttep_ep_11,FALSE,NA,NA
57,4,12,The Frond Files,2014-03-09,2014,7.5,15,Bob and Linda learn that their kids' essays about their fantasy versions of the school are considered offensive and too creative.,Jennifer Coyle,Lizzie Molyneux & Wendy Molyneux,2.21,22,769826,The Frond Files,"Sun, Mar 9, 2014",The Belcher children write fantasy essays about their school that their guidance counselor finds offensive.,8,1200,"https://m.media-amazon.com/images/M/MV5BMjEzMDAzOTYxMl5BMl5BanBnXkFtZTgwNDY5MTk0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt3550794/?ref_=ttep_ep_12,FALSE,NA,NA
58,4,13,Mazel-Tina,2014-03-16,2014,7.5,15,Tina isn't invited to a classmate's bat mitzvah but ends up at the event anyway when her family is hired to cater.,Brian Loschiavo,Holly Schlesinger,2.44,22,972961,Mazel Tina,"Sun, Mar 16, 2014",A series of mishaps leave Tina the center of attention at a classmate's Bat Mitzvah she wasn't invited to.,8.1,1200,"https://m.media-amazon.com/images/M/MV5BODQ0NjY0MDU2MV5BMl5BanBnXkFtZTgwMDYyNzg0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt3560292/?ref_=ttep_ep_13,FALSE,Julie Klausner,Tammy's Mom
59,4,14,Uncle Teddy,2014-03-23,2014,7.9,14,"When Bob and Linda plan a romantic getaway at a burger convention, they ask Teddy to watch the kids; Teddy tries to put Tina's crush in his place.",Don MacKinnon,Dan Fybel & Rich Rinaldi,2.45,22,973231,Uncle Teddy,"Sun, Mar 23, 2014","Bob and Linda ask Teddy to babysit the kids while they're on a romantic getaway at a Burger Convention. In the process, Teddy earns the title ""Uncle Teddy"" when he puts Tina's crush in his place for using her to get free burgers.",8,1100,"https://m.media-amazon.com/images/M/MV5BMjEzNzM4OTcyMV5BMl5BanBnXkFtZTgwMTI4ODg0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt3577570/?ref_=ttep_ep_14,FALSE,Lance Barber,Justgrillin'
60,4,15,The Kids Rob a Train,2014-03-30,2014,7.6,15,"When the Belchers go on a train trip, Gene, Louise and Tina are seated in a separate car; Linda and Bob indulge in a wine-tasting.",Boohwan Lim & Kyounghee Lim,Steven Davis & Kelvin Yu,2.26,22,973456,The Kids Rob a Train,"Sun, Mar 30, 2014","Bob, Linda, and the kids board a train for a wine tasting while the kids are put in the caboose. The kids sneak out in an attempt to steal the chocolate from the kitchen car while Bob challenges another person on the train to a contest.",8.1,1200,"https://m.media-amazon.com/images/M/MV5BMTYwMDU2ODc3Nl5BMl5BanBnXkFtZTgwNzg3NDc5MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt3634392/?ref_=ttep_ep_15,FALSE,Matt Walsh; Michael Showalter,Rick; Ethan
61,4,16,I Get a Psy-Chic Out of You,2014-04-06,2014,7.4,15,"After predicting a telemarketer's call at the restaurant, Linda and the kids believe she's psychic.",Chris Song,Jon Schroeder,2.27,22,973721,I Get Psychic Out of You,"Sun, Apr 6, 2014",Linda is believed to be a psychic when she correctly predicts that a telemarketer is calling the restaurant.,7.4,1000,"https://m.media-amazon.com/images/M/MV5BMjI0MzcwMzA0M15BMl5BanBnXkFtZTgwMzg5Mzk0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt3620196/?ref_=ttep_ep_16,FALSE,NA,NA
62,4,17,The Equestranauts,2014-04-13,2014,8.2,17,"Tina attends a convention based on an animated show about ponies and finds that many of the fans are middle-aged men; when Tina is tricked out of her rare pony toy, Bob goes under cover to get it back.",Tyree Dillihay,Dan Mintz,1.83,22,974118,The Equestranauts,"Sun, Apr 13, 2014","In an homage to the ""Bronies"" subculture, Tina attends her first Equestra-con, a convention based on her favorite animated pony show, ""The Equestranauts."" To her surprise, she finds that the show's fans are middle-aged men (called ""Equesticles""). When a powerful super-fan tricks Tina out of her rare toy pony, it's up to Bob to go undercover to get it back.",8.1,1200,"https://m.media-amazon.com/images/M/MV5BMjI3ODU5NDM1NF5BMl5BanBnXkFtZTgwNDQ4Mjk0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt3636224/?ref_=ttep_ep_17,FALSE,NA,NA
63,4,18,Ambergris,2014-04-20,2014,6.9,14,"When Gene, Louise and Tina discover a valuable whale by-product on the beach, Louise tries to cheat her siblings out of the profit; Bob and Linda deal with their unstable landlord.",Don MacKinnon,Scott Jacobson,1.52,22,974234,Ambergris,"Sun, Apr 20, 2014","Gene, Louise, and Tina discover a seaweed-covered object at the beach that turns out to be a large hunk of Ambergris - an extremely valuable, but illegal, by-product of whale poop that is used in high-end perfumes. But Louise tries to cheat Gene and Tina out of the profit she hopes to make by selling the treasure on the black market. Meanwhile, Bob and Linda deal with their psychologically unstable landlord who is building them a new bathroom.",7.3,1000,"https://m.media-amazon.com/images/M/MV5BMTU3NDUyNDQ3OV5BMl5BanBnXkFtZTgwMzQ4ODg0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt3653426/?ref_=ttep_ep_18,FALSE,Dom Irrera,The Nose
64,4,19,The Kids Run Away,2014-04-27,2014,7.9,14,"When she learns she has a cavity, Louise runs away from the dentist's office and seeks refuge at Aunt Gail's house.",Boohwan Lim & Kyounghee Lim,Rich Rinaldi,2.26,22,974672,The Kids Run Away,"Sun, Apr 27, 2014","Louise has a cavity, but also Dentist phobia. The family have to deal with it.",8.3,1100,"https://m.media-amazon.com/images/M/MV5BMTk1Nzk2ODEyOF5BMl5BanBnXkFtZTgwMzU4MTk0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt3674020/?ref_=ttep_ep_19,FALSE,NA,NA
65,4,20,Gene It On,2014-05-04,2014,6.9,15,"When Tina is unable to speak after falling and biting her tongue during a cheerleading audition, Louise offers to be her translator.",Chris Song,Greg Thompson,2.23,22,975327,Gene It On,"Sun, May 4, 2014","Tina tries out for cheerleading, but a spirited and enthusiastic spectator Gene makes more of an impression.",7.4,1000,"https://m.media-amazon.com/images/M/MV5BNjI3NzExMTU2OV5BMl5BanBnXkFtZTgwNjc0MDk0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt3686090/?ref_=ttep_ep_20,FALSE,Carrie Clifford,Monica
66,4,21,Wharf Horse (or How Bob Saves/Destroys The Town) (1),2014-05-11,2014,7.1,14,"Motivated by the promise of a beachside burger restaurant, Bob helps Felix talk Mr. Fischoeder into selling Wonder Wharf.",Brian Loschiavo,Nora Smith,1.97,22,975415,Wharf Horse (or How Bob Saves/Destroys the Town - Part I),"Sun, May 11, 2014","Motivated by the promise of a new beachside burger joint, Bob conspires with Felix to convince Mr. Fischoeder to sell Wonder Wharf. Meanwhile, Tina protests the destruction of the wharf's carousel by chaining herself to it.",8.1,1100,"https://m.media-amazon.com/images/M/MV5BMTUwNDAyMzI1OV5BMl5BanBnXkFtZTgwOTc0MDk0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt3686084/?ref_=ttep_ep_21,FALSE,NA,NA
