magazine,year,month,volume,issue,location,title,author,note,start_page,page_count
Heavy Metal,1978,June,2,2,p.06-13,New Tales Of The Arabian Nights: Shahrazad,Richard Corben and Jan Strnad,NA,6,8
Heavy Metal,1978,June,2,2,p.14-15,The Airtight Garage,"Jean ""Moebius"" Giraud",NA,14,2
Heavy Metal,1978,June,2,2,p.16-25,Sabre,Don McGregor and Paul Gulacy,NA,16,10
Heavy Metal,1978,June,2,2,p.28,Colonization,Jean-Claude Mzires,NA,28,1
Heavy Metal,1978,June,2,2,p.29-36,Them Changes,Stuart Nezin,NA,29,8
Heavy Metal,1978,June,2,2,p.37-46,More Than Human,"Theodore Sturgeon, Douglas Moench, and Alex Nio",NA,37,10
Heavy Metal,1978,June,2,2,p.48-49,GalacticGeographic: The Passing Of The Airwhales,Karl B. Kofoed,NA,48,2
Heavy Metal,1978,June,2,2,p.51-57,DiabolicalPlanet: Report V.1,Denis Sire,NA,51,7
Heavy Metal,1978,June,2,2,p.58-73,Evolution,Bob Aull,NA,58,16
Heavy Metal,1978,June,2,2,p.75-83,Heilman,Alain Voss,NA,75,9
Heavy Metal,1978,June,2,2,p.84-91,Barbarella,Jean-ClaudeForest,NA,84,8
Heavy Metal,1978,June,2,2,p.92-96,1996,Chantal Montellier,NA,92,5
Heavy Metal,1978,June,2,2,Back Cover,NA,Robert Morello,NA,97,1
Heavy Metal,1978,July,2,3,Cover,NA,"Philippe ""Caza"" Cazamayou",NA,0,1
Heavy Metal,1978,July,2,3,p.04,...However...,"""...However...""",NA,4,1
Heavy Metal,1978,July,2,3,p.06,Moebius,"Jean ""Moebius"" Giraud",NA,6,1
Heavy Metal,1978,July,2,3,p.07-14,NewTales Of The Arabian Nights: The Last Voyage Of Sindbad,Richard Corben andJan Strnad,NA,7,8
Heavy Metal,1978,July,2,3,p.15-22,.Q.C. LAF. 1,Picotto,NA,15,8
Heavy Metal,1978,July,2,3,p.23-26,"The DeathOf Orlaon, Or: Legendary Immortality",Enki Bilal,reprinted in The Best Of 1982,23,4
Heavy Metal,1978,July,2,3,p.27-34,Orion: Chapter Four,Gray Morrow,NA,27,8
Heavy Metal,1978,July,2,3,p.37-44,Heilman,Alain Voss,NA,37,8
Heavy Metal,1978,July,2,3,p.46,Illustration,"Jean ""Moebius"" Giraud",NA,46,1
Heavy Metal,1978,July,2,3,p.48-49,Galactic Geographic: Harvest On Insador,Karl B. Kofoed,NA,48,2
Heavy Metal,1978,July,2,3,p.52-59,Gail:Second Episode,Philippe Druillet,NA,52,8
Heavy Metal,1978,July,2,3,p.61-72,More Than Human: ChapterTwo,"Theodore Sturgeon, Douglas Moench, and Alex Nio",NA,61,12
Heavy Metal,1978,July,2,3,p.73-82,The StoryOf The Acrylic Magus And His Vibratory Perturbations,Serge Bihannic andPhilippe Druillet,NA,73,10
Heavy Metal,1978,July,2,3,p.83-91,Barbarella,Jean-Claude Forest,NA,83,9
Heavy Metal,1978,July,2,3,p.92-96,1996,Chantal Montellier,NA,92,5
Heavy Metal,1978,July,2,3,Back Cover,NA,Clyde Caldwell,NA,97,1
Heavy Metal,1978,August,2,4,Cover,NA,Clyde Caldwell,NA,0,1
Heavy Metal,1978,August,2,4,p.04,...Moreover...,"""...Moreover...""",NA,4,1
Heavy Metal,1978,August,2,4,p.04,Illustration,Jean Vern,NA,4,1
Heavy Metal,1978,August,2,4,p.05,Moebius...,"Jean ""Moebius"" Giraud",NA,5,1
Heavy Metal,1978,August,2,4,p.06-13,New Tales Of The Arabian Nights: Sindbad In The Land Of The Jinn,RichardCorben and Jan Strnad,NA,6,8
Heavy Metal,1978,August,2,4,p.14-15,The Airtight Garage Of Jerry Cornelius:Major Grubert's Adventure,"Jean ""Moebius"" Giraud",NA,14,2
Heavy Metal,1978,August,2,4,p.17-20,Mission OnSaturn!,Ren Ptillon,reprinted in Greatest Hits 1994,17,4
Heavy Metal,1978,August,2,4,p.21-25,Gail:Episode Number Three,Philippe Druillet,NA,21,5
Heavy Metal,1978,August,2,4,p.29-36,Off-Season,"Elisabeth""Zha"" Salomon and Nicole Claveloux",NA,29,8
Heavy Metal,1978,August,2,4,p.37-44,Orion: Chapter Five,Gray Morrow,NA,37,8
Heavy Metal,1978,August,2,4,p.45,Georgik...,Georgik,NA,45,1
Heavy Metal,1978,August,2,4,p.47,Rochberny,JacquesRochberny,NA,47,1
Heavy Metal,1978,August,2,4,p.48-49,Galactic Geographic: New Evidence Of Life In The Void,Karl Kofoed,NA,48,2
Heavy Metal,1978,August,2,4,p.51-58,Only Connect: A Sequence,"Claude ""Alias"" Lacroix",reprinted in Greatest Hits 1994,51,8
Heavy Metal,1978,August,2,4,p.59-70,More Than Human,"TheodoreSturgeon, Douglas Moench, and Alex Nio",NA,59,12
Heavy Metal,1978,August,2,4,p.71-78,Heilman,AlainVoss,NA,71,8
Heavy Metal,1978,August,2,4,p.80-83,Peaceful In The Country,"Dominique ""Alexis"" Vallet",NA,80,4
Heavy Metal,1978,August,2,4,p.84,"Somewhere, Sometime",John Workman,NA,84,1
Heavy Metal,1978,August,2,4,p.85-91,Planet Of Terror,"Philippe ""Caza"" Cazamayou and Paul Lamontellerie",reprintedin The Best Of 1982,85,7
Heavy Metal,1978,August,2,4,p.93-96,Age Of Ages,Akbar Del Piombo andNorman Rubington,NA,93,4
Heavy Metal,1978,August,2,4,Back Cover,NA,Michel Guranger,NA,97,1
Heavy Metal,1978,September,2,5,Cover,NA,"""Born With The Dead"" - Jim Burns",NA,0,1
Heavy Metal,1978,September,2,5,p.04,...Additionally...,"""...Additionally...""",NA,4,1
Heavy Metal,1978,September,2,5,p.06-09,New Tales Of TheArabian Nights: Sindbad In The Land Of The Jinn,Richard Corben and Jan Strnad,NA,6,4
Heavy Metal,1978,September,2,5,p.12-13,Smadakcaj Tree,John Workman and Catherine Workman,NA,12,2
Heavy Metal,1978,September,2,5,p.15-18,The Airtight Garage Of Jerry Cornelius: 16th Episode: Nothing Much,"Jean""Moebius"" Giraud",NA,15,4
Heavy Metal,1978,September,2,5,p.19-26,Orion: Chapter Six,Gray Morrow,NA,19,8
Heavy Metal,1978,September,2,5,p.27-34,Off-Season,"Elisabeth ""Zha"" Salomon and Nicole Claveloux",NA,27,8
Heavy Metal,1978,September,2,5,p.35-46,The Horror Of G'Zalth,Brocal Remohi,NA,35,12
Heavy Metal,1978,September,2,5,p.48-49,Galactic Geographic:Rescue From A Black Hole,Karl B. Kofoed,NA,48,2
Heavy Metal,1978,September,2,5,p.50-52,Nebogipfel At The EndOf Time,Richard Allen Lupoff and Carolyn Ogden,NA,50,3
Heavy Metal,1978,September,2,5,p.54,Urban Renewal,Stephen Bissette,NA,54,1
Heavy Metal,1978,September,2,5,p.55-61,The Sweet Smell Of Science,Ted Benot,NA,55,7
Heavy Metal,1978,September,2,5,p.63,Rochberny,Jacques Rochberny,NA,63,1
Heavy Metal,1978,September,2,5,p.64-75,Croatoan,"Harlan Ellison,Tom Sutton, Alfredo Alcala, and Stephen Oliff",NA,64,12
Heavy Metal,1978,September,2,5,p.77-84,Heilman,Alain Voss,NA,77,8
Heavy Metal,1978,September,2,5,p.85-92,Gail,Philippe Druillet,NA,85,8
Heavy Metal,1978,September,2,5,p.93-96,At Play InSpace & Time,Ned Sonntag and Jay Kinney,NA,93,4
Heavy Metal,1978,September,2,5,Back Cover,NA,Charles Vess,NA,97,1
Heavy Metal,1978,October,2,6,Cover,NA,Ron Walotsky,NA,0,1
Heavy Metal,1978,October,2,6,p.01,Chain Mail,"""Chain Mail""",NA,1,1
Heavy Metal,1978,October,2,6,p.04,...Perhaps...,"""...Perhaps...""",NA,4,1
Heavy Metal,1978,October,2,6,p.04,Illustration,Charles Vess,NA,4,1
Heavy Metal,1978,October,2,6,p.05-08,New Tales Of TheArabian Nights: Sindbad In The Land Of The Jinn,Richard Corben and Jan Strnad,NA,5,4
Heavy Metal,1978,October,2,6,p.09-22,Exterminator 17,Enki Bilal and Jean-Pierre Dionnet,NA,9,14
Heavy Metal,1978,October,2,6,p.24-31,Orion,Gray Morrow,NA,24,8
Heavy Metal,1978,October,2,6,p.32-39,Off-Season,"Elisabeth ""Zha"" Salomonand Nicole Claveloux",NA,32,8
Heavy Metal,1978,October,2,6,p.40-43,Gail,Philippe Druillet,NA,40,4
Heavy Metal,1978,October,2,6,p.45-46,Blob!,Philippe Druillet,NA,45,2
Heavy Metal,1978,October,2,6,p.48-51,Dawn Of The Dead,George Romeroand Susanna Sparrow,NA,48,4
Heavy Metal,1978,October,2,6,p.53,Rochberny,Jacques Rochberny,NA,53,1
Heavy Metal,1978,October,2,6,p.54-60,One Foot In Eden,Mark Wheatley,NA,54,7
Heavy Metal,1978,October,2,6,p.63-64,The Airtight Garage Of JerryCornelius,"Jean ""Moebius"" Giraud",NA,63,2
Heavy Metal,1978,October,2,6,p.66-76,Shattered Like A Glass Goblin,Harlan Ellison and William Stout,NA,66,11
Heavy Metal,1978,October,2,6,p.77-84,Heilman,Alain Voss,NA,77,8
Heavy Metal,1978,October,2,6,p.85-92,So Beautiful And So Dangerous,Angus McKie,reprinted in OneStep Beyond 1996,85,8
Heavy Metal,1978,October,2,6,p.93-96,Curious Thing,Stephen Bissette,NA,93,4
Heavy Metal,1978,November,2,7,Cover,NA,"""Helen Of Troy"" - Marcus Boas",NA,0,1
Heavy Metal,1978,November,2,7,p.01,Chain Mail,"""Chain Mail""",NA,1,1
Heavy Metal,1978,November,2,7,p.04,Illustration,John Workman,NA,4,1
Heavy Metal,1978,November,2,7,p.06-13,New Tales Of The Arabian Nights: Sindbad In The Land Of The Jinn,RichardCorben and Jan Strnad,NA,6,8
Heavy Metal,1978,November,2,7,p.15-20,Exterminator 17,Enki Bilal and Jean-PierreDionnet,NA,15,6
Heavy Metal,1978,November,2,7,p.22-25,Orion: Chapter 8,Gray Morrow,NA,22,4
Heavy Metal,1978,November,2,7,p.27-37,DiabolicalPlanet: The Great Trap: The Spatial Adventures Of M. White: 4th Episode,Denis Sire,NA,27,11
Heavy Metal,1978,November,2,7,p.40-43,Gail,Philippe Druillet,NA,40,4
Heavy Metal,1978,November,2,7,p.45-46,MajorGrubert And The Hermetically Sealed Garage Of Jerry Cornelius,"Jean ""Moebius""Giraud",NA,45,2
Heavy Metal,1978,November,2,7,p.48-49,Galactic Geographic: Explorer Colony 6,Karl Kofoed,NA,48,2
Heavy Metal,1978,November,2,7,p.50-57,Off-Season,"Elisabeth ""Zha"" Salomon and Nicole Claveloux",NA,50,8
Heavy Metal,1978,November,2,7,p.60-79,Empire,Samuel Delany and Howard Chaykin,NA,60,20
Heavy Metal,1978,November,2,7,p.80,Surgical Tactics,Stephen Bissette,NA,80,1
Heavy Metal,1978,November,2,7,p.82-86,Heilman: Epilogue,Alain Voss,NA,82,5
Heavy Metal,1978,November,2,7,p.88-95,So Beautiful And So Dangerous: Episode II: ..The First Night After TouchdownOn Earth,Angus McKie,reprinted in One Step Beyond 1996,88,8
Heavy Metal,1978,December,2,8,Cover,NA,"""The Second Experiment"" - Peter Andrew Jones",NA,0,1
Heavy Metal,1978,December,2,8,p.04,Illustration,John Workman,NA,4,1
Heavy Metal,1978,December,2,8,p.04,...Verily...,"""...Verily...""",NA,4,1
Heavy Metal,1978,December,2,8,p.06-13,New TalesOf The Arabian Nights: Sindbad In The Land Of The Jinn,Richard Corben and JanStrnad,NA,6,8
Heavy Metal,1978,December,2,8,p.15-18,Hit Man: Episode No. 1: The Thousandth Contract,"Jean""Moebius"" Giraud",NA,15,4
Heavy Metal,1978,December,2,8,p.19-26,Hit Man: Episode No. 2: The Fury Of Vengeance,"Jean ""Moebius"" Giraud",NA,19,8
Heavy Metal,1978,December,2,8,p.27-30,Exquisite Corpses,Phil Trumbo,reprintedin 15 Years Of 1992,27,4
Heavy Metal,1978,December,2,8,p.31-32,The Sign,Alfredo Alcala and LawrenceShell,NA,31,2
Heavy Metal,1978,December,2,8,p.34-37,Orion,Gray Morrow,NA,34,4
Heavy Metal,1978,December,2,8,p.38-47,Exterminator 17,Enki Bilal and Jean-Pierre Dionnet,NA,38,10
Heavy Metal,1978,December,2,8,p.50-55,Gail,Philippe Druillet,NA,50,6
Heavy Metal,1978,December,2,8,p.57-64,Off-Season,"Elisabeth ""Zha"" Salomon and Nicole Claveloux",NA,57,8
Heavy Metal,1978,December,2,8,p.65-77,Tarot,Paul Kirchner,NA,65,13
Heavy Metal,1978,December,2,8,p.79-80,The Airtight Garage Of JerryCornelius,"Jean ""Moebius"" Giraud",NA,79,2
Heavy Metal,1978,December,2,8,p.81,The Colored Lights And FrequentElectrical Fires Attract A Certain Primitive Animal,Ben Katchor,NA,81,1
Heavy Metal,1978,December,2,8,p.82-89,So Beautiful And So Dangerous: Episode III: ...Mankind Has Taken A GiantLeap...,Angus McKie,reprinted in One Step Beyond 1996,82,8
Heavy Metal,1978,December,2,8,p.92-96,TheDevelopment Of An Intergalactic Corporation: A Treatise,Bob Aull,NA,92,5
Heavy Metal,1979,January,2,9,Cover,NA,"""Rocking Centaur"" - Jo Ellen Trilling and Jay Brenner",NA,0,1
Heavy Metal,1979,January,2,9,p.04,Illustration,John Workman,NA,4,1
Heavy Metal,1979,January,2,9,p.06,TheBus,Paul Kirchner,NA,6,1
Heavy Metal,1979,January,2,9,p.07-14,New Tales Of The Arabian Nights: SindbadIn The Land Of The Jinn,Richard Corben and Jan Strnad,NA,7,8
Heavy Metal,1979,January,2,9,p.15-16,OnlyConnect: The Tumor,"Claude ""Alias"" Lacroix",NA,15,2
Heavy Metal,1979,January,2,9,p.18-21,The Airtight GarageOf Jerry Cornelius,"Jean ""Moebius"" Giraud",NA,18,4
Heavy Metal,1979,January,2,9,p.23-30,Telefield: EpisodeNumber 3,Sergio Macedo,NA,23,8
Heavy Metal,1979,January,2,9,p.31-40,Exterminator 17,Enki Bilal andJean-Pierre Dionnet,NA,31,10
Heavy Metal,1979,January,2,9,p.44-47,Ultimate Negotiations,Enki Bilal,NA,44,4
Heavy Metal,1979,January,2,9,p.48-49,"Miss Heavy Metal, 1979",John Totleben,NA,48,2
Heavy Metal,1979,January,2,9,p.50,Illustration,JohnWorkman,NA,50,1
Heavy Metal,1979,January,2,9,p.50,Chain Mail,"""Chain Mail""",NA,50,1
Heavy Metal,1979,January,2,9,p.50,Monsieur Glouglou,JacquesRochberny,NA,50,1
Heavy Metal,1979,January,2,9,p.51-55,Station 34.728,Patrick Lesueur,NA,51,5
Heavy Metal,1979,January,2,9,p.56-65,Gail,Philippe Druillet,NA,56,10
Heavy Metal,1979,January,2,9,p.67-68,Split: The Little Space Pioneer,"Jean""Moebius"" Giraud",NA,67,2
Heavy Metal,1979,January,2,9,p.70-71,Sense Of Wonder,Mark Wheatley,NA,70,2
Heavy Metal,1979,January,2,9,p.72-79,Exercise In Gold,Trina Robbins,NA,72,8
Heavy Metal,1979,January,2,9,p.80-82,Dreamland,Stuart Nezin,NA,80,3
Heavy Metal,1979,January,2,9,p.84-91,So Beautiful And So Dangerous: Episode IV: The Earthpeople HaveArrived Where It's All At...,Angus McKie,reprinted in One Step Beyond 1996,84,8
Heavy Metal,1979,January,2,9,p.94-96,1996,Chantal Montellier,NA,94,3
Heavy Metal,1979,January,2,9,Back Cover,NA,"""Three Men"" - KevinJohnson",NA,97,1
Heavy Metal,1979,February,2,10,Cover,NA,"""In Space"" - Derek Rigg",NA,0,1
Heavy Metal,1979,February,2,10,p.06,...Etc...,"""...Etc...""",NA,6,1
Heavy Metal,1979,February,2,10,p.06,Illustration,Carl Potts,NA,6,1
Heavy Metal,1979,February,2,10,p.07-14,New Tales Of The Arabian Nights: SindbadIn The Land Of The Jinn,Richard Corben and Jan Strnad,NA,7,8
Heavy Metal,1979,February,2,10,p.15-16,TheAirtight Garage Of Jerry Cornelius,"Jean ""Moebius"" Giraud",NA,15,2
Heavy Metal,1979,February,2,10,p.18-23,Illustrations,Yves Chaland,NA,18,6
Heavy Metal,1979,February,2,10,p.24-31,Telefield: 4th Episode,Sergio Macedo,NA,24,8
Heavy Metal,1979,February,2,10,p.33-39,Exterminator 17,Enki Bilal and Jean-Pierre Dionnet,NA,33,7
Heavy Metal,1979,February,2,10,p.40-44,Lulea,Arthur Suydam,reprinted in Greatest Hits 1994,40,5
Heavy Metal,1979,February,2,10,p.45-47,The Temple Of Karvul,Paul Kirchner,reprinted in The Best Of #2 1986,45,3
Heavy Metal,1979,February,2,10,p.48-49,Galactic Geographic: The Tower Of Jui-Quilar,Karl Kofoed,NA,48,2
Heavy Metal,1979,February,2,10,p.51-59,Starcrown,"John Pocsik, Gil Kane, and C. Smith",NA,51,9
Heavy Metal,1979,February,2,10,p.60-65,Hydrogenesis,"Philippe ""Caza"" Cazamayou",NA,60,6
Heavy Metal,1979,February,2,10,p.66-72,True Tales Of Outer Space:The Planet Of No Return,Enki Bilal,NA,66,7
Heavy Metal,1979,February,2,10,p.73-74,The Airtight Garage,"Jean ""Moebius"" Giraud",NA,73,2
Heavy Metal,1979,February,2,10,p.75-83,Quetzal,Sabine and Halmos,NA,75,9
Heavy Metal,1979,February,2,10,p.84,Moebius,"Jean ""Moebius"" Giraud",NA,84,1
Heavy Metal,1979,February,2,10,p.85-92,"So Beautiful And So Dangerous:Episode V: Some Are Born Great, Some Achieve Greatness, And Some Have GreatnessThrust Upon Them...",Angus McKie,reprinted in One Step Beyond 1996,85,8
Heavy Metal,1979,February,2,10,p.93,The Bus,Paul Kirchner,NA,93,1
Heavy Metal,1979,February,2,10,p.93,Chain Mail,"""Chain Mail""",NA,93,1
Heavy Metal,1979,February,2,10,p.94-96,1996,Chantal Montellier,NA,94,3
Heavy Metal,1979,February,2,10,Back Cover,NA,"""From QLEXZ With Love"" - Bob Wakelin",NA,97,1
Heavy Metal,1979,March,2,11,Cover,NA,"""S*M*A*S*H"" - Angus McKie",NA,0,1
Heavy Metal,1979,March,2,11,p.04,Illustrations,StephenFabian,NA,4,1
Heavy Metal,1979,March,2,11,p.04,...And Another Thing...,Julie Simmons,NA,4,1
Heavy Metal,1979,March,2,11,p.07-14,New Tales Of The Arabian Nights: Sindbad In The Land Of The Jinn,Richard Corbenand Jan Strnad,NA,7,8
Heavy Metal,1979,March,2,11,p.15-17,The Airtight Garage Of Jerry Cornelius,"Jean""Moebius"" Giraud",NA,15,3
Heavy Metal,1979,March,2,11,p.18-24,Rastakskoy,Malskoy,NA,18,7
Heavy Metal,1979,March,2,11,p.25-44,The StarsMy Destination,"Alfred Bester, Byron Preiss, and Howard Chaykin",NA,25,20
Heavy Metal,1979,March,2,11,p.45-47,A Mass For The Dead,Jean-Claude Pertuz,NA,45,3
Heavy Metal,1979,March,2,11,p.48-49,Nino,AlexNio,NA,48,2
Heavy Metal,1979,March,2,11,p.50-53,Flop Sweat,Harlan Ellison and Tom Barber,NA,50,4
Heavy Metal,1979,March,2,11,p.54-58,Diabolical Planet: The Great Trap: Part Two: M. White Hero Of Metal,DenisSire,NA,54,5
Heavy Metal,1979,March,2,11,p.59,Illustration,Michel Blanc-Dumont,NA,59,1
Heavy Metal,1979,March,2,11,p.60-67,Starcrown:Part II,"John Pocsik, Gil Kane, and C. Smith",NA,60,8
Heavy Metal,1979,March,2,11,p.68-80,Exterminator17,Enki Bilal and Jean-Pierre Dionnet,NA,68,13
Heavy Metal,1979,March,2,11,p.84,Monsieur Glouglou,JacquesRochberny,NA,84,1
Heavy Metal,1979,March,2,11,p.84,Chain Mail,"""Chain Mail""",NA,84,1
Heavy Metal,1979,March,2,11,p.85-92,So Beautiful And So Dangerous:Episode VI: Hope Is A Good Breakfast And A Bad Supper...,Angus McKie,reprinted in One Step Beyond 1996,85,8
Heavy Metal,1979,March,2,11,p.94-96,1996,Chantal Montellier,NA,94,3
Heavy Metal,1979,April,2,12,Cover,NA,"""The Brain Cloudy Blues"" - Clyde Caldwell",NA,0,1
Heavy Metal,1979,April,2,12,p.02,Illustration,Robert Morello,NA,2,1
Heavy Metal,1979,April,2,12,p.03,Madonna,Curtis King,NA,3,1
Heavy Metal,1979,April,2,12,p.04,...Twenty-Five...,"""...Twenty-Five...""",NA,4,1
Heavy Metal,1979,April,2,12,p.04,Arturo,Robert K. LeRose,NA,4,1
Heavy Metal,1979,April,2,12,p.05-08,New TalesOf The Arabian Nights: Sindbad In The Land Of The Jinn,Richard Corben and JanStrnad,NA,5,4
Heavy Metal,1979,April,2,12,p.09-15,Going Native,Enki Bilal,NA,9,7
Heavy Metal,1979,April,2,12,p.17-24,Tales Of TheLegendary Future: 1. The Phantom Ship,Rodolphe Jacquette and Michel Rouge,NA,17,8
Heavy Metal,1979,April,2,12,p.25-32,Gideon Faust Warlock At Large: Lotus,Howard Chaykin and LenWein,NA,25,8
Heavy Metal,1979,April,2,12,p.33-34,The Airtight Garage Of Jerry Cornelius,"Jean ""Moebius"" Giraud",NA,33,2
Heavy Metal,1979,April,2,12,p.36-39,The Strange Mission,Picotto,NA,36,4
Heavy Metal,1979,April,2,12,p.42-44,In BetweenThen And Now,Arthur Byron Cover and Michael Presley,NA,42,3
Heavy Metal,1979,April,2,12,p.45-52,Alien,Paul Scanlon and Michael Gross,NA,45,8
Heavy Metal,1979,April,2,12,p.54-61,Time Out,Val Mayerik,NA,54,8
Heavy Metal,1979,April,2,12,p.62-63,The Airtight Garage Of Jerry Cornelius,"Jean ""Moebius"" Giraud",NA,62,2
Heavy Metal,1979,April,2,12,p.64-71,Starcrown: Part III,John Pocsik and The Bruce Jones Studio,NA,64,8
Heavy Metal,1979,April,2,12,p.73-77,Only Connect: One-Way Ticket,"Claude ""Alias""Lacroix",NA,73,5
Heavy Metal,1979,April,2,12,p.78-80,No Love Lost,Yves Chaland,NA,78,3
Heavy Metal,1979,April,2,12,p.82-87,Pyloon:Breaking The Ice,Leo Giroux Jr. and Ray Rue,NA,82,6
Heavy Metal,1979,April,2,12,p.88,The Bus,Paul Kirchner,NA,88,1
Heavy Metal,1979,April,2,12,p.89-96,So Beautiful And So Dangerous: Episode VII: According ToPublilius Syrus Even A Single Hair Casts Its Shadow...,Angus McKie,reprintedin One Step Beyond 1996,89,8
Heavy Metal,1979,April,2,12,Back Cover,NA,"""Gidget Meets The Squirrel Men FromOuter Space"" - Larry Elmore",NA,97,1
Heavy Metal,1979,May,3,1,Cover,NA,"""The Wizard Of Anharrite"" - Peter Andrew Jones",NA,0,1
Heavy Metal,1979,May,3,1,p.02,Illustration,Michael Gross,NA,2,1
Heavy Metal,1979,May,3,1,p.04,...Twenty-Six...,Julie Simmons,NA,4,1
Heavy Metal,1979,May,3,1,p.04,Illustration,Howard Chaykin,NA,4,1
Heavy Metal,1979,May,3,1,p.05,Born Again,Rick Veitch,NA,5,1
Heavy Metal,1979,May,3,1,p.06,Blast Bartleby,John Workman,NA,6,1
Heavy Metal,1979,May,3,1,p.07-10,New Tales Of The Arabian Nights: Sindbad In The Land Of The Jinn,RichardCorben and Jan Strnad,NA,7,4
Heavy Metal,1979,May,3,1,p.12-19,Alien: The Illustrated Story,WalterSimonson and Archie Goodwin,NA,12,8
Heavy Metal,1979,May,3,1,p.20-21,The Airtight Garage Of Jerry Cornelius,"Jean ""Moebius"" Giraud",NA,20,2
Heavy Metal,1979,May,3,1,p.22-29,Starcrown: Part IV,"John Pocsik,Gil Kane, and The Bruce Jones Studio",NA,22,8
Heavy Metal,1979,May,3,1,p.33-40,Pluto Kadota,James Cherry,NA,33,8
Heavy Metal,1979,May,3,1,p.41-55,Entropics,Marshall Rogers and Mark Arnold,NA,41,15
Heavy Metal,1979,May,3,1,p.56-59,Spies On Pluto!,Ren Ptillon,NA,56,4
Heavy Metal,1979,May,3,1,p.60-64,A Proposed Architect,BenKatchor,NA,60,5
Heavy Metal,1979,May,3,1,p.65-66,The Airtight Garage Of Jerry Cornelius,"Jean ""Moebius""Giraud",NA,65,2
Heavy Metal,1979,May,3,1,p.67-70,Roger In The Womb,Al Sarrantonio and Roger Garland,NA,67,4
Heavy Metal,1979,May,3,1,p.71-78,8 Belles: Amora,Gray Morrow,NA,71,8
Heavy Metal,1979,May,3,1,p.79-83,Only Connect: Lifestyles,"Claude ""Alias"" Lacroix",NA,79,5
Heavy Metal,1979,May,3,1,p.84-86,Last Day...,Dave Manak,NA,84,3
Heavy Metal,1979,May,3,1,p.87-89,Night Angel,Paul Abrams,NA,87,3
Heavy Metal,1979,May,3,1,p.90-91,Ah! The Pierrot,VicenteAlcazar,NA,90,2
Heavy Metal,1979,May,3,1,p.92-96,Dancin',Philippe Druillet,NA,92,5
Heavy Metal,1979,May,3,1,Back Cover,NA,"""Centaur'sIdol"" - Clyde Caldwell",NA,97,1
Heavy Metal,1979,June,3,2,Cover,NA,"""The Performer"" - Angus McKie",NA,0,1
Heavy Metal,1979,June,3,2,p.02,Illustration,"""Illustration""",NA,2,1
Heavy Metal,1979,June,3,2,p.04,Illustration,Stuart Nezin,NA,4,1
Heavy Metal,1979,June,3,2,p.04,...Twenty-Seven...,"""...Twenty-Seven...""",NA,4,1
Heavy Metal,1979,June,3,2,p.06-13,New Tales Of The Arabian Nights: Sindbad In The Land Of The Jinn,RichardCorben and Jan Strnad,NA,6,8
Heavy Metal,1979,June,3,2,p.15-22,Captain Future,Phil Manoeuvre andSerge Clerc,NA,15,8
Heavy Metal,1979,June,3,2,p.23-27,Captain Future,Phil Manoeuvre and Serge Clerc,NA,23,5
Heavy Metal,1979,June,3,2,p.28-36,Captain Future: Flash Forward,Phil Manoeuvre and Serge Clerc,NA,28,9
Heavy Metal,1979,June,3,2,p.37-42,Pyloon & Qa: The Outpost,Ray Rue and Leo Giroux Jr.,NA,37,6
Heavy Metal,1979,June,3,2,p.43-47,Captain Future,Phil Manoeuvre and Serge Clerc,NA,43,5
Heavy Metal,1979,June,3,2,p.48-55,Alien:The Illustrated Story,Walter Simonson and Archie Goodwin,NA,48,8
Heavy Metal,1979,June,3,2,p.58-60,AnEast Wind Coming,Arthur Byron Cover and Berni Wrightson,NA,58,3
Heavy Metal,1979,June,3,2,p.63-68,TheAmazing Captain Future,Phil Manoeuvre and Serge Clerc,NA,63,6
Heavy Metal,1979,June,3,2,p.69-75,The InvincibleCaptain Future,Phil Manoeuvre and Serge Clerc,NA,69,7
Heavy Metal,1979,June,3,2,p.76-80,AdventureAnd Science Fiction With... Captain Future,Phil Manoeuvre and Serge Clerc,NA,76,5
Heavy Metal,1979,June,3,2,p.81-88,"So Beautiful And So Dangerous: Episode VIII: All The World'sA Stage, The Trouble Is Everybody Wants To Occupy The Critics Seat...",AngusMcKie,reprinted in One Step Beyond 1996,81,8
Heavy Metal,1979,June,3,2,p.89-96,Captain Future,PhilManoeuvre and Serge Clerc,NA,89,8
Heavy Metal,1979,June,3,2,Back Cover,NA,"""What Happened To Betty"" - MarcusBoas",NA,97,1
Heavy Metal,1979,July,3,3,Cover,NA,"""Night On Bald Mountain"" - Richard Corben and Rick Courtney",NA,0,1
Heavy Metal,1979,July,3,3,p.02,Illustration,Duursema,NA,2,1
